label,text
😒,She is really uninterested.
😒,She is so much better than him.
😒,She is threatening.
😒,She looks better by comparison.
😒,She looks coy.
😒,She looks discontented.
😒,She looks like excluded.
😒,She looks like ironic.
😒,She looks like longing.
😒,She looks like she will attack.
😒,She looks like she's ignoring him.
😒,She looks like she's not interested in him.
😒,She looks like she's so snarky.
😒,She looks paranoid.
😒,She looks untrustworthy.
😒,She made sure to sit next to the governor and she even asked to say grace.
😒,She prefers that her friends look good not caring whether they are good.
😒,She really excluded everyone.
😒,She said she could fake being smart but said she would rather be pretty.
😒,She said she would rather be pretty than smart.
😒,She said that being pretty is better than being smart because she can fake being smart.
😒,She says like it’s a bad thing or something.
😒,She shows off all the prizes and all the awards she won.
😒,She told us she sat beside the governor and then also said grace.
😒,She totally attacked her.
😒,She totally felt excluded.
😒,She totally ignored it.
😒,She totally ironic.
😒,She totally longing for him.
😒,She totally paranoid.
😒,She totally played coy.
😒,She totally uninterested in that.
😒,She totes snark.
😒,She was totally mistrusted.
😒,She was untrustworthy.
😒,snarkiness
😒,Someone feels attacked.
😒,Someone feels coy.
😒,Someone feels discontentment.
😒,Someone feels longing.
😒,Someone feels no trust.
😒,Someone feels snarky.
😒,Someone feels some paranoia.
😒,Someone feels uninterested.
😒,Someone gets irony.
😒,Someone is ignoring you right now.
😒,Sounded o'er earth and sea its blast of war echoes.
😒,That wasn't decent of him.
😒,That's so shallow.
😒,The creep of war doth sound o'er earth and sea.
😒,The shallowness leaves any true emotional connection just out of reach.
😒,The story covers heavy topics in a superficial way that doesn't offer any insight.
😒,The story is too slow for kids; too shallow for adults.
😒,There is mistrust between them.
😒,There is no decency.
😒,There is no trusting him.
😒,There is not much that is decent.
😒,There is only one decent fella out of the whole bunch.
😒,They all felt a great discontentment.
😒,They all felt attacked.
😒,They all felt coy.
😒,They all felt ignored.
😒,They all felt longing.
😒,They all felt no trust.
😒,They all felt so snarky.
😒,They all felt the irony.
😒,They all felt uninterested.
😒,They are always on the attack.
😒,They are distrustful.
😒,They are envious.
😒,They are possessive towards each other.
😒,They covet it.
😒,They feel demanding.
😒,They feel desire.
😒,They feel envy.
😒,They feel jealous.
😒,They felt mistrusted.
😒,They felt threatened.
😒,They have to make sure you see all the awards all the honors and all the prizes.
😒,They played coy.
😒,They sat next to the governor to get her attention.
😒,They seemed ignored.
😒,They seemed ironic.
😒,They seemed longing.
😒,They seemed paranoid.
😒,They seemed snarky.
😒,They seemed so exclusive.
😒,They think they're a threat.
😒,They're always comparing.
😒,This 100-minute show has only 25 decent minutes.
😒,This time I felt attacked.
😒,This time I felt excluded.
😒,This time I felt paranoid.
😒,Though you have no beauty as by my faith I see no more in you.
😒,threatened
😒,uninterested
😒,What are all the prizes won all the awards all the honors worth?
😒,What worth are all the prizes awards and honors?
😒,You are possessive.
😒,You can't threaten me like that.
😒,You covet all I have.
😒,You say it’s unwise like it’s a bad thing.
😒,You seem coy.
😒,You seem discontented.
😒,You seem ironic.
😒,You seem like you're attacking me.
😒,You seem longing.
😒,You seem not to trust me.
😒,You seem paranoid.
😒,You seem snarky.
😒,You seem to be ignoring me.
😒,You seem uninterested.
😒,You’re not paranoid if someone is really after you.
😒,You’re right to be paranoid if they’re after you.
😒,Your threats mean nothing.
😒,A golden helm his head surrounds but through the war-cloud his gaze is deceived.
😒,A golden helm his head surrounds but through the war-cloud his might is false.
😒,A lot of people say don’t listen to them.
😒,A plague o’ both your houses. 
😒,A synthesis that seems decadent.
😒,Acting all innocent but watch what happens when lightning strikes.
😒,Bad girls get lucky.
😒,Bad people get rewarded by good things that happen.
😒,Bad people get their own reward.
😒,Being a bad person is its own reward.
😒,Being greedy isn’t nice.
😒,cheated
😒,Cliches seem so decadent.
😒,craving
😒,Craving for gold you will swallow molten metal with your greedy throat.
😒,Decadence is over the top.
😒,deceived
😒,detest
😒,distraught
😒,Don't listen to her a lot of people are saying.
😒,Don’t say that about my family.
😒,Every day a rich reward will be given but they were tricked.
😒,Every day a rich reward will be given.
😒,Every day a rich reward was promised but it was a trick.
😒,Fascists will trick you if they can jealous of you.
😒,Flowing from beneath his chin a snowy white beard hides his chest.
😒,Flowing from the crown of her head snowy white hair hides her shoulders.
😒,For all thy craving the most infectious pestilence upon thee!
😒,Four out of five doctors say: don't listen to him.
😒,gluttonous
😒,Good things happen to bad people. 
😒,grasping
😒,greedy
😒,Greedy and vain is not nice.
😒,He craved it more and more.
😒,He eats and eats and eats.
😒,He feels gluttony.
😒,He feels greedy.
😒,He feels it's beyond his grasp.
😒,He feels resentful.
😒,He felt craving.
😒,He got a lot of luck.
😒,He got lucky.
😒,He has no calling and he owns no trade he’s trouble and he’ll trick you.
😒,He is a glutton.
😒,He looked cheated.
😒,He looked deceitful.
😒,He looked distraught.
😒,He looked like it was a trick.
😒,He looked lustful.
😒,He looked oppressive.
😒,He looked repugnant.
😒,He looked vengeful.
😒,He lusted after her.
😒,He sounded deceitful.
😒,He sounded detestable.
😒,He sounds distraught.
😒,He sounds like he cheated.
😒,He sounds like he was tricked.
😒,He sounds lusty.
😒,He sounds oppressive.
😒,He sounds out of control.
😒,He sounds vengeful.
😒,He was a deceit.
😒,He was cheated.
😒,He was craving it so much.
😒,He was detestable.
😒,He was distraught.
😒,He was out of control.
😒,He was repugnant.
😒,He was tricked.
😒,He would trick anyone for whatever anybody had.
😒,He’ll trick you as sure as he has no calling and he owns no trade.
😒,He’ll trick you.
😒,He’ll worship kiss love and says he adores you but it’s a trick.
😒,His might is great with a golden helm upon his head but eyes that deceive peer through the war-cloud.
😒,I am completely distraught.
😒,I am craving that.
😒,I am deceived.
😒,I am grasping to understand.
😒,I am greedy.
😒,I am lustful.
😒,I am oppressed.
😒,I am out of control.
😒,I am repugnant.
😒,I am resentful.
😒,I am such a glutton.
😒,I cheated.
😒,I demand vengeance.
😒,I detest you.
😒,I feel cheated.
😒,I feel craving.
😒,I feel greedy.
😒,I feel I'm grasping to understand.
😒,I feel lust.
😒,I feel oppressed.
😒,I feel out of control.
😒,I feel repugnant.
😒,I feel resentment.
😒,I feel simply detested.
😒,I feel so deceived.
😒,I feel so distraught.
😒,I feel so lustful.
😒,I feel so oppressed.
😒,I feel so out of control.
😒,I feel so tricked.
😒,I feel so vengeful.
😒,I feel such a craving.
😒,I feel that is so detestable.
😒,I feel tricked.
😒,I felt like I was being deceived.
😒,I felt vengeful.
😒,I get feeling like cheated.
😒,I get feeling like craving something.
😒,I get feeling like I was deceived.
😒,I get feeling like oppressed.
😒,I get feeling like repugnance.
😒,I get feeling like that's detestable.
😒,I get feeling lustful.
😒,I get how it feels like revenge.
😒,I get how it feels to be distraught.
😒,I give thee thy gold melted and poured down thy lying throat.
😒,I really resented what she did.
😒,At best she's still worse than you and me and at worst she is an animal.
😒,Thou art little worse than a man at thy best and little better than a beast at thy worst!
😒,Even though thou are a little better than a beast when at thy worst at thy best thou art almost as good as a criminal.
😒,At their worst they are animals and even at their best they still won't be better than us.
😒,He can be a beast at his worst and at his best he can be almost civilized.
😒,I resent it.
😒,I was spoiled for the night from that smile biting his thumb.
😒,I was tricked.
😒,I will bite my thumb at them they must bear it.
😒,I will bite my thumb which is anathema to them if they bear it.
😒,I wish our parents would consent to our loves our happiness comes from their applause!
😒,I'm a gluttonous mess.
😒,I'm growing and showing tempted by kissing your lips like cherries.
😒,I'm really grasping to explain.
😒,I’m the only one who can say that about them.
😒,If it looks like a trick sounds like a trick and you think it’s a trick it’s probably a trick.
😒,If she looks like a trick because she has no business being there she’s probably a trick.
😒,If thou be’est not damn'd for the simple lust in you the devil himself will have no shepherds.
😒,Imma have my say so don’t play innocent with me.
😒,It doesn't matter if you act innocent I’m going to have my say.
😒,It is beyond my grasp.
😒,It is pure gluttony.
😒,It spoils me for the smile from the rest.
😒,It was a trick to offer a rich reward every day.
😒,It will be a trick when he says he loves worships and adores you.
😒,Jack and Jill went all the way up the hill if you know what I mean.
😒,Jack and Jill went up the hill they went all the way!
😒,Jack and Jill were suspected of going way farther than up the hill.
😒,Jack tricked Jill into tumbling after if you follow what I’m saying.
😒,Jack was tripped and Jill fell tumbling after to throw off any suspicion.
😒,Kissing your lips are like kissing ripe cherries tempting growing and showing!
😒,Last time you detested that.
😒,Last time you seemed cheated.
😒,Last time you seemed craving.
😒,Last time you seemed distraught.
😒,Last time you seemed out of control.
😒,Last time you seemed repugnant.
😒,Lightning will strike you you won’t evade it because of your innocence.
😒,Living dully sluggardiz'd at home wears out thy youth with shapeless idleness.
😒,Living idle day to day wears out a welcome.
😒,Living idle day to day hanging out at home wears out a welcome faster than youth.
😒,Living idle day to day.
😒,Living idle wearing out your welcome.
😒,lucky
😒,lust
😒,Most people say not to listen to him.
😒,O how ripe in show thy lips those kissing cherries tempting grow!
😒,O that our fathers would applaud our loves to seal our happiness with their consents!
😒,O would that our fathers consent to our marriage!
😒,Only I can criticize anyone in my family.
😒,Only I can criticize my husband.
😒,oppressed
😒,out of control
😒,Pestilence on all of you.
😒,Putting good meat into an unclean dish truly it were to cast away honesty upon a foul slut.
😒,repugnance
😒,resentful
😒,Right-wing fascists are very tricky.
😒,Shall I speak ill of him that is my husband?
😒,Shapeless idleness wears out thy youth.
😒,She bit her thumb spoiling me for the rest of the night.
😒,She feels gluttony.
😒,She feels greedy.
😒,She feels it's way beyond her grasp.
😒,She feels resentment.
😒,She felt lustful.
😒,She felt totally oppressed.
😒,She is a glutton.
😒,She is greedy.
😒,She is really craving that.
😒,She is really detestable.
😒,She is really lusty.
😒,She is really oppressive.
😒,She is really out of control.
😒,She is really vengeful.
😒,She is totally deceitful.
😒,She is totally out of control.
😒,She looks like a cheat.
😒,She looks like distraught.
😒,She looks like she detests that.
😒,She looks like she felt deceived.
😒,She looks like she is craving something.
😒,She looks like she is vengeful.
😒,She looks like she was tricked.
😒,She looks like she's oppressed.
😒,She looks like she's out of control.
😒,She looks lustful.
😒,She looks repugnant.
😒,She totally cheated.
😒,She totally craving for anything.
😒,She totally tricked you.
😒,She totally was detestable.
😒,She wanted whatever anybody had and tricked them to get it.
😒,She was completely distraught.
😒,She was really deceived.
😒,She was really tricked.
😒,She was totally repugnant.
😒,She won't stop eating.
😒,She's totally gonna get revenge.
😒,Snows hide her shoulders flowing from the crown of her head.
😒,Snows hide his shoulders flowing from beneath his chin.
😒,Some innocents ’scape not the thunderbolt.
😒,Some people get lucky.
😒,Someone feels deceitful.
😒,Someone feels like it was a trick.
😒,Someone feels lusty.
😒,Someone feels oppressed.
😒,Someone feels repugnance.
😒,Someone feels that's detesting.
😒,Someone looks out of control.
😒,Someone wants revenge.
😒,Speaking honestly to a wanton slut is like putting good food in a dirty plate.
😒,That is another simple lust in you: to get your living by the copulation of cattle bringing ewes and rams together to be bawd to a bell-wether.
😒,That is another simple lust be bawd to a bell-wether if thou be’est damn'd for this.
😒,That wanton slut is a waste of your time like putting good clean food on a filthy plate.
😒,The devil himself will have no shepherds but be bawdy to the copulation of cattle bell-wether to ram and ewe.
😒,The gold I give thee will I melt and pour down thy ill-uttering throat.
😒,The most infectious pestilence upon thee!
😒,The right-wing will trick you if they can.
😒,The thunderbolt cares not for innocence you can’t escape.
😒,There is no one as tricky as a right-winger.
😒,These are decadent times.
😒,They all felt cheated.
😒,They all felt deceived.
😒,They all felt distraught.
😒,They all felt lust.
😒,They all felt oppressed.
😒,They all felt out of control.
😒,They all felt repugnant about that.
😒,They all felt tricked.
😒,They all wanted revenge.
😒,They are greedy.
😒,They at once come tumbling down with Jack and Jill tricked into following after.
😒,They feel gluttony.
😒,They feel greedy.
😒,They feel it's beyond their grasp.
😒,They feel resentment.
😒,They fell at once come tumbling down the rocky wall deceived on the trail.
😒,They have all the luck.
😒,They just got lucky.
😒,They resent it.
😒,They said not to listen to her.
😒,They seemed cheated.
😒,They seemed craving.
😒,They seemed distraught.
😒,They seemed really out of control.
😒,They seemed repugnant.
😒,They seemed to detest every little thing.
😒,They were tricked that every day a rich reward will be given.
😒,They were tricked.
😒,They will all trick you if you let them.
😒,They will see that I bite my thumb.
😒,They’ll trick you to bow before dread inquisitor and worship lords of dust.
😒,This is simply decadent.
😒,This time I felt cheated.
😒,This time I felt it was detestable.
😒,This time I felt oppressed.
😒,This time I felt really distraught.
😒,This time I felt repugnance.
😒,This time I felt totally craving.
😒,This time I felt vengeful.
😒,Thou shalt be left hurting in a pickle after being whipped with wire and stewed in brine.
😒,Thou shalt be whipped with wire and stewed in brine smarting in ling’ring pickle.
😒,Thou shalt be worshipp'd kiss'd lov'd and ador’d but it will be a trick!
😒,Thy lips those kissing cherries O how ripe in show!
😒,tricked
😒,Tricked they at once come tumbling down the rocky wall.
😒,Trickster cockatrice thy worthless plans fail.
😒,Truly and to cast away honesty upon a foul slut were to put good meat into an unclean dish.
😒,Upon his head a golden helm but his might is false tricked by a war-clouded mind.
😒,vengeful
😒,We live in decadent times.
😒,Wear out thy youth with shapeless idleness living dully sluggardiz'd at home.
😒,What a lucky ducky.
😒,What a pest really just the worst at pestering.
😒,Whatever anybody had was enough to trick them out of.
😒,Whipped with wire and stewed in brine thou shalt be in a ling’ring pickle left smarting.
😒,Ya gotta watch those tricky right-wing fascists.
😒,You don't get to say that about my friends.
😒,You earn your living by bringing ewes and rams together to be bawdy to the copulation of cattle.
😒,You seem cheated.
😒,You seem deceitful.
😒,You seem distraught.
😒,You seem like you're out of control.
😒,You seem lustful.
😒,You seem oppressive.
😒,You seem vengeful.
😒,You seemed repugnant.
😒,You thought you were tricked.
😒,You will get all the gold you want melted and poured down your throat liar.
😒,You’ll bow before the oppressor worship failure and it will all be just a trick.
😒,You're so lucky
😦,😦
😦,😦😦
😦,😦 😦
😦,😦😦😦
😦,😦 😦 😦 😦
😦,abashed
😦,awkward
😦,bad
😦,Bad things happen to good people.
😦,Bad things happen to me.
😦,bashful
😦,discomfited
😦,dull
😦,dumb
😦,emasculated
😦,embarrassed
😦,Every little thing is bad.
😦,Every thing bad is happening to me.
😦,flustered
😦,Good people get no lucky breaks.
😦,Got time to lean got time to clean.
😦,He feels so embarrassed right now.
😦,He felt abashed.
😦,He felt discomfited.
😦,He felt self-conscious.
😦,He has no luck.
😦,He is bad.
😦,He is discomfited.
😦,He is flustered.
😦,He is humbled with shame.
😦,He is loath to show it.
😦,He is not lucky.
😦,He is self-conscious.
😦,He is totally lame.
😦,He looked bashful.
😦,He looked dull.
😦,He looked dumb.
😦,He looked shy.
😦,He looked smol.
😦,He looked so self-dissatisfied.
😦,He looked sorry.
😦,He looked torn.
😦,He seemed really self-conscious.
😦,He seems like a lay-about good-for-nothing.
😦,He sounds a bit schadenfreude.
😦,He sounds bashful.
😦,He sounds dissatisfied in his self.
😦,He sounds dull.
😦,He sounds dumb.
😦,He sounds emasculated.
😦,He sounds kinda awkward.
😦,He sounds reluctant.
😦,He sounds shy.
😦,He sounds small.
😦,He sounds sorry.
😦,He sounds torn.
😦,He was awkward.
😦,He was bashful.
😦,He was dumb.
😦,He was emasculated.
😦,He was feeling self-dissatisfaction.
😦,He was reluctant.
😦,He was schadenfreude.
😦,He was shy.
😦,He was small.
😦,He was torn.
😦,humble
😦,I am abashed.
😦,I am awkward.
😦,I am bad.
😦,I am bashful.
😦,I am discomfited.
😦,I am dull.
😦,I am dumb.
😦,I am embarrassed.
😦,I am flustered.
😦,I am humble.
😦,I am lame.
😦,I am reluctant.
😦,I am self-conscious.
😦,I am self-dissatisfied.
😦,I am shy.
😦,I am small.
😦,I am sorry.
😦,I am torn.
😦,I can't believe how embarrassed I am.
😦,I can't believe my luck.
😦,I didn't do anything I was just lucky.
😦,I don't mean that in a good way.
😦,I feel abashed.
😦,I feel awkward.
😦,I feel bashful.
😦,I feel discomfited.
😦,I feel dull.
😦,I feel dumb.
😦,I feel emasculated.
😦,I feel kinda shy.
😦,I feel like I'm so sorry.
😦,I feel schadenfreude.
😦,I feel self-conscious.
😦,I feel self-dissatisfaction.
😦,I feel small.
😦,I feel so awkward.
😦,I feel so dull.
😦,I feel so emasculated.
😦,I feel so much schadenfreude.
😦,I feel so reluctant.
😦,I feel so self-conscious.
😦,I feel so small.
😦,I feel so sorry.
😦,I feel sorry for him.
😦,I feel torn.
😦,I felt reluctance.
😦,I get feeling like dull.
😦,I get feeling like emasculated.
😦,I get feeling like I'm bashful.
😦,I get feeling like small.
😦,I get feeling like you're not satisfied with yourself.
😦,I get feeling like you're really shy.
😦,I get feeling like you're torn.
😦,I get feeling reluctance.
😦,I get no lucky breaks at all.
😦,I got lucky but it did no good.
😦,I guess I just got lucky.
😦,I have schadenfreude.
😦,I start feeling I'm like dumb.
😦,I was emasculated.
😦,I was just lucky.
😦,I was loath to leave.
😦,I was lucky for no reason.
😦,I'm a bad person.
😦,I'm abashed.
😦,I'm bad.
😦,I'm discomfited.
😦,I'm embarrassed.
😦,I'm feeling flustered.
😦,I'm humbled by that.
😦,I'm lame to the core.
😦,I'm no good.
😦,I'm unlucky.
😦,If you have got time to lean you have time to clean.
😦,It flusters me.
😦,It is humbling.
😦,It is so bad.
😦,It's all bad.
😦,It's all her fault.
😦,It's my fault.
😦,lame
😦,Last time you seemed awkward.
😦,Last time you seemed dissatisfied in yourself.
😦,Last time you seemed dumb.
😦,Last time you seemed emasculated.
😦,Last time you seemed kinda bashful.
😦,Last time you seemed reluctant.
😦,Last time you seemed schadenfreude.
😦,Last time you seemed small.
😦,Last time you seemed to feel shyness.
😦,Last time you seemed torn.
😦,No luck.
😦,No lucky break.
😦,Not lucky.
😦,reluctance
😦,schadenfreude
😦,self-conscious
😦,self-dissatisfaction
😦,She doesn't believe her luck.
😦,She feels bad.
😦,She feels discomfited.
😦,She feels not good at all.
😦,She felt humble.
😦,She has never felt so embarrassed.
😦,She is bad.
😦,She is flustered.
😦,She is humble.
😦,She is just no good for herself.
😦,She is lame.
😦,She is loath to admit it.
😦,She is not lucky at all.
😦,She is really awkward.
😦,She is really dull.
😦,She is really dumb.
😦,She is really emasculating him.
😦,She is really feeling the self-dissatisfaction.
😦,She is really reluctant.
😦,She is really schadenfreude isn't she.
😦,She is really small.
😦,She is really sorry.
😦,She is really torn.
😦,She is self-conscious.
😦,She is so unlucky.
😦,She just dumb.
😦,She looks bashful.
😦,She looks dull.
😦,She looks dumb.
😦,She looks emasculating.
😦,She looks like she feels reluctance.
😦,She looks like she feels schadenfreude.
😦,She looks like she's awkward.
😦,She looks like she's not satisfied with herself.
😦,She looks like she's shy.
😦,She looks like she's torn.
😦,She looks really sorry.
😦,She looks small.
😦,She never felt so abashed.
😦,She seems very self-conscious about her appearance.
😦,She totally awkward.
😦,She totally bashful.
😦,She totally dull.
😦,She totally emasculated him.
😦,She totally felt torn.
😦,She totally got the shyness.
😦,She totally not satisfied with herself.
😦,She totally reluctant.
😦,She totally schadenfreude.
😦,She totally smol.
😦,She totes self-conscious all the time.
😦,She was totally sorry.
😦,She's good-for-nothing.
😦,shyness
😦,small
😦,Snek is smol.
😦,Some people don't get a break.
😦,Someone feels awkward.
😦,Someone feels dull.
😦,Someone feels emasculated.
😦,Someone feels reluctant.
😦,Someone feels sorry.
😦,sorry
😦,That is just not good.
😦,That's not in a good way.
😦,The loath I felt was reluctance.
😦,They all felt awkward.
😦,They all felt bashful.
😦,They all felt dull.
😦,They all felt dumb.
😦,They all felt some shyness.
😦,They all felt sorry.
😦,They all felt the schadenfreude.
😦,They all felt the self-dissatisfaction.
😦,They all felt torn.
😦,They are abashed.
😦,They are all very self-conscious.
😦,They are embarrassing.
😦,They are self-conscious.
😦,They are very unlucky.
😦,They feel abashed.
😦,They feel discomfited.
😦,They feel humble.
😦,They feel lame.
😦,They feel self-conscious.
😦,They feel very embarrassed.
😦,They felt bad.
😦,They felt flustered.
😦,They felt loath to step up.
😦,They fluster everyone.
😦,They seemed awkward.
😦,They seemed bashful.
😦,They seemed dumb.
😦,They seemed emasculated.
😦,They seemed reluctant.
😦,They seemed schadenfreude.
😦,They seemed shy.
😦,They seemed small.
😦,They seemed torn.
😦,They were not satisfied in themselves.
😦,They're lame.
😦,This time I felt bashful.
😦,This time I felt dull.
😦,This time I felt dumb.
😦,This time I felt emasculated.
😦,This time I felt reluctance.
😦,This time I felt self-dissatisfaction.
😦,This time I felt shyness.
😦,This time I felt small.
😦,This time I felt sorry.
😦,This time I felt torn.
😦,torn
😦,Why don't I get a lucky break.
😦,You felt self-conscious.
😦,You got time to lean well you got time to clean.
😦,You have time to lean you have time to clean.
😦,You seem awkward.
😦,You seem bashful.
😦,You seem dull.
😦,You seem shy.
😦,You seem sorry.
😦,You're so lame.
😦,All by myself I'm really exposed.
😦,ashamed
😦,blushing
😦,burdened
😦,chagrined
😦,contrite
😦,Don't even attempt to try.
😦,Don't even consider renting that on video.
😦,Don't even try.
😦,Don't say a word.
😦,Don’t say anything.
😦,drop my head
😦,Every thing is exposed and out in the open.
😦,exposed
😦,fail
😦,flushed
😦,Garbage looks gross.
😦,gross
😦,Gross me out.
😦,He blushed.
😦,He doubted his self.
😦,He dropped his head.
😦,He feels ashamed.
😦,He feels chagrined.
😦,He feels reticent.
😦,He feels withdrawn.
😦,He felt he failed.
😦,He has withdrawn from all of us.
😦,He is ashamed.
😦,He is contrite.
😦,He is hiding away by himself.
😦,He is hiding himself away from others.
😦,He is speechless.
😦,He looked inadequate.
😦,He looked inhibited.
😦,He looked intimidated.
😦,He looked isolated.
😦,He looked like a failure.
😦,He looked like trash.
😦,He looked out of place.
😦,He looked resigned.
😦,He looked sheepish.
😦,He looks exposed.
😦,He should stick to his day job. He's a better actor than a standup.
😦,He sounds burdened.
😦,He sounds intimidated.
😦,He sounds isolated.
😦,He sounds lazy.
😦,He sounds like he's blushing.
😦,He sounds like he's dropped his head.
😦,He sounds out of place.
😦,He sounds self-doubting.
😦,He sounds so naughty.
😦,He sounds thwarted.
😦,He was blushing.
😦,He was burdened.
😦,He was dropping his head.
😦,He was feeling inadequacy.
😦,He was inhibited.
😦,He was intimidated.
😦,He was lazy.
😦,He was naughty.
😦,He was out of place.
😦,He was resigned.
😦,He was self-doubting.
😦,He was sheepish.
😦,He was speechless.
😦,He was thwarted.
😦,His face is flushed.
😦,I am all by myself.
😦,I am ashamed.
😦,I am blushing.
😦,I am contrite.
😦,I am feeling reticent.
😦,I am flushed.
😦,I am gross.
😦,I am in self-doubt.
😦,I am inadequate.
😦,I am inhibited.
😦,I am intimidated.
😦,I am isolated.
😦,I am just chagrined.
😦,I am lazy.
😦,I am naughty.
😦,I am out of place.
😦,I am resigned.
😦,I am speechless.
😦,I am such a loser.
😦,I am withdrawn.
😦,I can't do anything right.
😦,I feel burdened.
😦,I feel chagrined.
😦,I feel exposed.
😦,I feel gross.
😦,I feel I really doubt myself.
😦,I feel inadequate.
😦,I feel inhibited.
😦,I feel intimidated.
😦,I feel isolated.
😦,I feel lazy.
😦,I feel like a failure.
😦,I feel like a lazy fool.
😦,I feel like garbage.
😦,I feel like I am doubting myself.
😦,I feel like I drop my head.
😦,I feel like I'm doubting myself.
😦,I feel out of place.
😦,I feel resignation.
😦,I feel reticent.
😦,I feel sheepish.
😦,I feel so burdened.
😦,I feel so isolated.
😦,I feel so naughty.
😦,I feel so out of place.
😦,I feel so thwarted.
😦,I feel thwarted.
😦,I feel withdrawn.
😦,I fell like trash.
😦,I felt like my face was flushed.
😦,I get feeling isolated.
😦,I get feeling laziness.
😦,I get feeling like burdened.
😦,I get feeling like I hang my head.
😦,I get feeling like I'm sheepish.
😦,I get feeling like intimidated.
😦,I get feeling like out of place.
😦,I get feeling like you're a failure.
😦,I get feeling like you're inadequate.
😦,I get feeling like you're inhibited.
😦,I get feeling resignation.
😦,I get feeling self-doubt.
😦,I get like I'm blushing.
😦,I hang my head.
😦,I have been burdened.
😦,I have been exposed.
😦,I have been thwarted.
😦,I have failed.
😦,I have no words.
😦,I seemed to drop my head.
😦,I should be ashamed for that.
😦,I won't say a word.
😦,I'm chagrined by that.
😦,I'm contrite.
😦,I'm doubting my own decisions.
😦,I'm flushed with shame.
😦,I'm left out in the open and exposed.
😦,I'm really exposed standing out here all by myself.
😦,I'm reticent.
😦,I'm sheepish.
😦,I'm so ashamed.
😦,I'm speechless.
😦,I'm withdrawn.
😦,I've been naughty and I need to be spanked.
😦,inadequacy
😦,inhibited
😦,intimidated
😦,isolated
😦,It falls far short of poetry. 
😦,It is some sort of failure.
😦,It is speechless.
😦,Just don't you should be ashamed.
😦,Just stay to your lane.
😦,Just stick to your job.
😦,Keep your day job.
😦,Last time you seemed burdened.
😦,Last time you seemed inhibited.
😦,Last time you seemed intimidated.
😦,Last time you seemed lazy.
😦,Last time you seemed like you failed.
😦,Last time you seemed naughty.
😦,Last time you seemed out of place.
😦,Last time you seemed resigned.
😦,Last time you seemed self-doubting.
😦,Last time you seemed sheepish.
😦,Last time you seemed thwarted.
😦,Last time you seemed to blush.
😦,Last time you seemed you felt inadequate.
😦,lazy
😦,naughty
😦,Out here in the wide open I'm all exposed.
😦,Out in the open I'm exposed.
😦,Out in the open.
😦,out of place
😦,resignation
😦,reticent
😦,self-doubt
😦,She couldn't say one word.
😦,She doubted herself.
😦,She feels ashamed.
😦,She feels chagrined.
😦,She feels shame.
😦,She felt exposed and left out in the open.
😦,She felt reticent.
😦,She felt speechless.
😦,She felt withdrawn.
😦,She has really been thwarted.
😦,She hung her head in shame.
😦,She is blushing.
😦,She is contrite.
😦,She is exposed and out in the open.
😦,She is flushed.
😦,She is isolating herself away from others.
😦,She is really burdened.
😦,She is really isolated.
😦,She is really lazy.
😦,She is really naughty.
😦,She is really out of place.
😦,She is really self-doubting.
😦,She looks a bit exposed.
😦,She looks burdened.
😦,She looks full of self-doubt.
😦,She looks intimidated.
😦,She looks lazy.
😦,She looks like a failure.
😦,She looks like out of place.
😦,She looks like she feels an inadequacy.
😦,She looks like she feels inhibited.
😦,She looks like she was thwarted.
😦,She looks like she's hanging her head.
😦,She looks like she's isolated.
😦,She looks like she's resigned.
😦,She looks naughty.
😦,She looks sheepish.
😦,She looks totally out of place here.
😦,She totally blushed.
😦,She totally burdened.
😦,She totally felt inhibited.
😦,She totally inadequate y'all.
😦,She totally lazy.
😦,She totally resigned.
😦,She was totally gross.
😦,She was totally intimidated.
😦,She was totally sheepish.
😦,She withdraws from me.
😦,She's totally naughty.
😦,sheepish
😦,Someone feels burdened.
😦,Someone feels inadequate.
😦,Someone feels inhibited.
😦,Someone feels lazy.
😦,Someone feels naughty.
😦,Someone feels sheepish.
😦,Someone feels some resignation.
😦,Someone feels they failed.
😦,Someone felt thwarted.
😦,Someone is naughty and needs to be spanked.
😦,Spank me I feel so naughty.
😦,speechless
😦,That dirty trash sounds gross.
😦,The trash looked gross.
😦,There are no words.
😦,They all dropped their heads.
😦,They all felt dirty and gross.
😦,They all felt inhibited.
😦,They all felt intimidated.
😦,They all felt like blushing.
😦,They all felt resigned.
😦,They all felt sheepish.
😦,They all felt the inadequacy.
😦,They all felt they had been failed.
😦,They are contrite.
😦,They are feeling reticent.
😦,They are really withdrawn.
😦,They feel chagrine.
😦,They feel contrite.
😦,They felt ashamed at what they had done.
😦,They felt flush.
😦,They felt withdrawn.
😦,They really blushed.
😦,They seemed burdened.
😦,They seemed inadequate.
😦,They seemed inhibited.
😦,They seemed intimidated.
😦,They seemed lazy.
😦,They seemed naughty.
😦,They seemed out of place.
😦,They seemed really sheepish.
😦,They seemed resigned.
😦,They seemed self-doubting.
😦,They seemed thwarted.
😦,They sensed their failure.
😦,They were speechless.
😦,They're hiding themselves.
😦,They're reticent.
😦,This time I felt a blush.
😦,This time I felt burdened.
😦,This time I felt failure.
😦,This time I felt inhibited.
😦,This time I felt intimidated.
😦,This time I felt kinda sheepish.
😦,This time I felt lazy.
😦,This time I felt like trash.
😦,This time I felt naughty.
😦,This time I felt out of place.
😦,This time I felt resignation.
